LLM model 01,LLM model 02,LLM model 003,LLM model 04,LLM model 05,LLm model 06,LLM model 07,LLM model 08,LLM model 09,LLm model 10
914,585.73,Computer may when image resource sell total.,2020-01-01,never,810.22,734,403,Discover kitchen tend serious factor those.,634
143,388.26,Born else dog simply.,2024-07-27,who,376.12,829,892,Someone risk one better anyone ok past trade.,999
54,696.59,Instead series receive. If able church.,2015-09-29,half,470.45,161,634,Its born thing. Pull method shoulder national.,209
910,234.75,Our large current study dream story possible.,2025-01-29,fill,4.0,136,378,Assume you during enter especially.,368
855,639.96,Either game hope across single measure.,1973-07-16,air,715.98,54,438,Box court take away hour.,330
865,598.29,Much after stock cold mind everyone option.,1975-09-14,oil,725.49,889,275,Community now we over couple not.,353
3,605.2,End tell huge major model. Forget plan no on.,2024-01-11,job,453.73,834,879,Technology rate large white full I.,493
139,85.78,Even fly church traditional.,2005-11-02,month,7.52,772,378,Big save everyone.,207
376,860.51,Campaign attention become police.,1984-09-22,less,898.51,921,237,Catch street month.,161
297,187.36,Simple investment game its maybe.,2020-04-10,season,368.25,95,71,Everybody black head up.,516
374,594.85,Beat be big travel environment form.,1983-04-23,nor,432.93,446,529,Big range police technology.,854
649,253.18,Inside edge to billion.,1973-02-21,nor,721.22,856,829,Discussion back bar nothing.,681
246,181.21,Hit several prevent crime glass.,2016-04-18,point,582.23,567,793,Occur many hear let hand exist.,168
169,329.34,Ability build still.,2009-02-02,whether,585.01,123,155,House travel beat official us white contain.,804
748,134.29,By go hour decision out cover professional.,1973-03-02,might,478.75,902,557,Democrat activity find.,236
956,994.58,Culture range program hotel experience six.,2015-12-02,effort,875.47,396,734,Others through morning if.,465
586,227.24,Pay seat traditional can.,2017-09-10,article,571.28,884,561,Cause hit material decade example start expect.,668
418,918.52,These be model voice minute worry production.,2013-05-08,either,15.35,371,723,Stage election mouth east start left human.,485
727,624.72,The mission clear part station.,1983-10-29,teach,787.98,650,909,Important until this in interest wish hour.,300
902,919.39,Professor much present short agent agent.,2014-05-07,case,89.91,422,770,Right sign indicate say result.,595
797,105.35,Hundred over information figure rock recently.,2012-09-21,Republican,209.98,216,216,Consider history thought surface. Easy act form.,555
500,320.03,Lawyer case protect room lay probably.,2015-10-20,enjoy,746.86,996,242,Security same item education table.,945
112,238.17,Record cold mind fear. Rate economic sure.,1984-08-18,argue,27.26,842,183,Front they born room.,988
844,469.67,Bad ground bank. Answer how industry coach month.,2012-06-09,student,122.15,70,228,Seven mouth large. Talk Congress grow home term.,427
706,430.49,Great today until tend market base.,1970-11-20,prove,530.82,544,691,Between job edge list floor control.,387
296,739.39,Ever position laugh thought add memory work.,1992-08-24,account,216.5,435,608,Blood piece community.,607
324,791.55,Down south toward learn budget film production.,2001-08-14,store,522.16,26,992,Where enjoy case involve.,168
113,380.21,Share environmental someone foreign ok street.,1990-12-27,mind,86.76,877,413,To side just future early TV.,300
27,317.8,Bit five drug industry onto air.,1979-12-16,key,857.76,877,352,Discuss such tonight store individual.,591
503,665.51,Support control hold occur where.,2025-01-06,radio,773.11,399,21,Bit when less sing scientist PM.,200
56,568.88,Hear part name appear.,1975-06-16,ok,305.47,339,110,Film environmental even house just price trip.,280
769,215.23,Million worker true benefit race memory.,1977-03-23,would,170.64,949,928,Player public wide mission.,126
45,203.53,Church statement enter bit discuss ask.,1986-09-23,article,970.37,704,117,She hit do. Bar set doctor remember.,776
668,910.38,Large nation mean parent.,2012-09-09,political,509.5,802,745,Course between wish where study.,601
979,688.82,According those half character choose economic.,1979-01-30,father,408.2,396,166,Trade anything exist. Player after model.,637
344,328.38,Necessary herself red most never school.,1990-02-14,remember,516.18,741,271,Fast do huge same training mission.,693
359,161.15,Fund none present.,1994-12-28,during,814.24,374,993,Everything wall everything have.,9
431,69.55,Home compare region customer. Way live member.,1983-01-21,full,134.8,336,214,Poor marriage team wear current maybe color.,736
901,479.96,Now run product artist four want.,1972-03-10,pass,602.35,71,821,Glass discussion appear because personal though.,377
263,21.87,Candidate teacher step course goal throw.,1985-02-23,same,443.54,353,362,Image the our indeed.,409
617,22.14,Idea main a.,2002-11-01,make,690.21,915,976,Research event agent away.,951
549,114.45,Close two place glass myself area.,2007-10-21,discuss,513.48,596,280,Hold whether condition forward million show.,491
987,284.9,Book laugh whether brother box want five.,2019-03-17,president,653.93,979,597,Fall hot go along summer anyone federal.,920
634,364.55,In third possible sound wait.,1975-11-11,door,381.49,461,869,Himself him smile member.,293
74,856.13,Want else pattern station until where.,1992-03-06,leader,340.26,831,95,Land life community attention.,799
626,746.94,Water century short.,2025-08-08,reality,811.33,37,859,Admit eye major newspaper.,307
212,662.39,Human employee get despite.,2009-11-11,tax,595.27,323,208,Care billion boy material.,407
842,919.04,South camera movement drug per commercial.,2010-02-07,series,832.44,722,870,City owner car son theory strong take increase.,337
192,38.15,Man technology fight because.,2008-02-12,every,252.43,515,211,Director quite born hope. Prove involve this.,762
253,269.39,Event pressure like nor answer moment enough.,2021-08-21,truth,486.6,512,372,Sister side attack not your.,713
109,285.02,Coach run those make not consumer send your.,1973-11-16,security,189.84,140,475,Behavior drive religious than.,172
450,877.9,See leg plant be enter discuss job capital.,1983-05-11,have,51.41,824,265,Yard trade notice accept it future cause.,604
606,405.87,Yourself anyone reveal such home nothing.,1983-12-07,hundred,539.9,292,361,Upon court same finish add.,582
143,44.55,Beyond too claim your list remain cause contain.,2004-06-20,road,500.25,65,995,Unit development stop truth home if girl here.,991
235,877.02,Car your theory just.,2007-10-26,season,514.92,22,529,Your treat pattern though book high laugh.,271
618,109.32,Voice amount her history set.,2018-05-01,reveal,435.01,981,396,Social probably agree natural.,631
604,834.34,Wish dog always. Sense security among know.,2017-03-10,create,603.15,947,333,Dark treat push skill nice voice. Fire four win.,289
501,910.78,Mrs way forget cultural dream property effect.,1984-09-05,audience,59.36,598,358,Choose check side but scientist even seem.,461
842,730.55,Usually per politics life line describe.,1996-08-08,former,207.23,987,729,Answer item when by have ask lay offer.,179
471,426.6,Manager sell possible.,2017-10-29,support,676.34,86,487,Same operation white have catch bag half.,993
877,211.64,Contain drug deep consumer budget option.,1983-07-10,whatever,353.35,26,540,Customer cold with fund.,458
783,181.74,Research laugh direction various.,2017-06-13,economy,427.92,792,736,Near street vote deal cultural attention hold.,347
408,647.9,Feel safe impact investment win arrive.,1982-06-04,gun,508.94,749,475,Black support democratic.,136
105,555.13,Public and throughout know bag by where nor.,1973-11-05,be,373.74,651,368,Offer anything begin everyone.,0
385,62.91,Treat true none simply.,1974-09-20,control,291.49,888,43,Want reality when project per open.,508
477,303.56,Sure how game customer draw during attention.,2016-09-02,can,935.68,983,342,Boy vote police long forward smile foreign bill.,320
240,204.13,Put quickly finish consumer. Way art certainly.,2008-05-23,everything,382.65,583,362,Huge wonder month quality himself rather town.,824
477,233.14,Simple head actually report final seek.,2007-06-08,economic,113.54,591,982,Soon pressure operation.,332
985,693.15,Quickly trade when might.,2023-07-25,miss,167.87,641,943,Rest stage manager walk information spend.,219
292,809.39,Next degree per since morning development away.,1989-11-16,spend,847.43,235,236,Tax billion job region turn word second.,49
691,792.77,Close cover mean article professor.,2001-12-08,blue,679.52,716,603,Positive quickly car opportunity who.,717
563,631.59,Prepare attention stop blue could.,2017-06-12,describe,301.97,163,601,Child skill occur not again.,496
645,207.27,Heavy happy pressure newspaper natural night.,2023-12-30,attention,805.63,598,309,Next treat within sea. Point sign he.,514
428,115.85,Stage degree detail model.,1983-10-03,improve,609.58,877,485,Eight lose class president provide.,78
914,467.37,Oil sound win recognize soldier.,1980-11-21,foot,56.13,59,339,How apply approach new suggest surface.,740
86,695.36,Affect site us it two fund follow.,1981-06-16,front,943.02,891,348,Do stand impact discuss. Scene also pay free.,533
441,239.06,Until join federal sometimes through.,1989-08-28,stock,597.75,327,955,Dream painting somebody thing. Still machine old.,562
63,913.12,Husband production Mr success sing than.,1983-04-22,another,250.54,985,726,Standard above prepare.,21
134,376.61,Low member me our significant relationship.,2012-05-13,rich,588.86,404,825,Place better although possible change add.,216
759,551.17,Health choose really its become else.,1987-11-22,station,107.63,376,839,Hair civil traditional such blue.,192
456,247.29,Likely word event public else.,2016-03-21,last,32.53,39,758,Very level increase public doctor appear.,827
667,845.78,Establish thing our.,2004-05-23,between,995.41,742,864,Stuff artist approach candidate.,79
446,785.87,Wait pretty type throw view land.,2007-10-13,half,90.45,709,789,Could again none win true.,27
989,240.44,Production owner push.,2025-09-14,idea,308.19,790,551,Weight else less degree partner consider feeling.,812
313,705.82,These outside station. Buy back country water.,1994-06-04,stuff,621.6,941,495,Until central cultural rule.,543
524,801.21,Probably before family shoulder.,2010-01-09,high,73.12,749,83,Back protect effort they week.,510
725,965.3,Pm lay trial alone trip. Hundred once us several.,2014-10-28,strategy,646.4,80,513,Get price hotel seat resource bring.,311
487,290.79,Visit call door.,1972-02-10,improve,792.37,784,116,Commercial way dinner wonder deep.,106
575,542.17,President task evidence hard black.,1977-10-22,follow,526.87,876,663,Mouth successful important take speak lot appear.,607
908,873.53,Herself rate visit simply much it lot.,1987-02-16,thought,150.54,20,360,Each somebody soon ever hospital rich.,741
498,609.48,Teach direction probably production TV.,1996-06-25,apply,444.19,280,399,Table some pick media soon almost receive.,454
804,733.54,Draw take age employee rock though with.,2025-07-07,table,440.34,350,559,Seven require quite number approach.,531
602,956.73,Value huge model federal anything.,2011-08-01,outside,227.54,13,404,Part effort member sometimes.,503
507,500.67,View collection lot part single society.,2011-08-15,a,335.88,224,237,Care four show list. Sea book nation.,434
588,227.98,Station car entire to must hundred.,2020-09-09,lay,224.43,871,858,Hear carry whom measure network technology.,332
438,82.84,During special help consumer price minute.,1986-08-16,fly,37.88,289,320,Concern attorney senior wrong final vote.,257
277,734.85,Last court value.,2020-07-16,newspaper,85.38,256,116,Fly answer use future image none.,870
243,25.95,Phone choice time memory do father question.,2018-08-20,black,627.02,973,955,Pick set also character camera such ball.,847
